id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,acceptance,power,P_per_sfc,active_server
210,11,interrupt,-,13,11,78,76,20.8,126.7,100.0,34239.2,2853.3,130
211,11,deploy,2,4,11,57,50,20.8,127.8,100.0,3190.9,3190.9,10
212,11,deploy,2,8,11,8,4,20.8,128.9,100.0,6105.9,3052.9,21
213,11,deploy,2,9,11,22,18,20.8,130.0,100.0,8855.2,2951.7,31
214,11,deploy,2,13,11,78,76,20.8,131.1,100.0,11184.1,2796.0,40
215,11,deploy,2,11,13,109,106,20.8,132.4,100.0,13484.9,2697.0,49
216,11,deploy,2,10,14,5,1,20.8,133.8,100.0,16058.6,2676.4,59
217,11,deploy,2,5,15,101,95,20.8,135.3,100.0,19322.6,2760.4,72
218,11,deploy,2,6,16,10,4,20.8,136.9,100.0,22859.4,2857.4,86
219,11,deploy,2,12,17,57,55,20.8,138.6,100.0,25928.3,2880.9,98
220,11,deploy,2,7,18,25,20,20.8,140.4,100.0,28368.6,2836.9,107
221,11,deploy,2,2,19,174,164,20.8,142.3,100.0,30375.6,2761.4,114
222,11,deploy,2,3,19,13,5,20.8,144.2,100.0,33213.1,2767.8,125
223,11,remap_successfully,-,-,-,-,-,20.8,144.2,100.0,33213.1,2767.8,125
224,11,deploy,2,14,20,94,94,20.8,146.2,100.0,35208.4,2708.3,132
225,11,remap,-,-,-,-,-,-,-,-,-,-,-
226,11,interrupt,-,4,11,57,50,20.8,146.2,100.0,35208.4,2708.3,132
227,11,interrupt,-,8,11,8,4,20.8,146.2,100.0,35208.4,2708.3,132
228,11,interrupt,-,9,11,22,18,20.8,146.2,100.0,35208.4,2708.3,132
229,11,interrupt,-,13,11,78,76,20.8,146.2,100.0,35208.4,2708.3,132
230,11,interrupt,-,11,13,109,106,20.8,146.2,100.0,35208.4,2708.3,132
231,11,interrupt,-,10,14,5,1,20.8,146.2,100.0,35208.4,2708.3,132
232,11,interrupt,-,5,15,101,95,20.8,146.2,100.0,35208.4,2708.3,132
233,11,interrupt,-,6,16,10,4,20.8,146.2,100.0,35208.4,2708.3,132
234,11,interrupt,-,12,17,57,55,20.8,146.2,100.0,35208.4,2708.3,132
235,11,interrupt,-,7,18,25,20,20.8,146.2,100.0,35208.4,2708.3,132
236,11,interrupt,-,2,19,174,164,20.8,146.2,100.0,35208.4,2708.3,132
237,11,interrupt,-,3,19,13,5,20.8,146.2,100.0,35208.4,2708.3,132
238,11,interrupt,-,14,20,94,94,20.8,146.2,100.0,35208.4,2708.3,132
239,11,deploy,2,4,11,57,50,20.8,147.3,100.0,3351.4,3351.4,11
240,11,deploy,2,8,11,8,4,20.8,148.4,100.0,6353.9,3176.9,22
241,11,deploy,2,9,11,22,18,20.8,149.5,100.0,8562.2,2854.1,30
242,11,deploy,2,13,11,78,76,20.8,150.6,100.0,10894.4,2723.6,39
243,11,deploy,2,11,13,109,106,20.8,151.9,100.0,13733.0,2746.6,50
244,11,deploy,2,10,14,5,1,20.8,153.3,100.0,16642.8,2773.8,61
245,11,deploy,2,5,15,101,95,20.8,154.8,100.0,19654.0,2807.7,73
246,11,deploy,2,6,16,10,4,20.8,156.4,100.0,21872.9,2734.1,81
247,11,deploy,2,12,17,57,55,20.8,158.1,100.0,25026.9,2780.8,93
248,11,deploy,2,7,18,25,20,20.8,159.9,100.0,28040.5,2804.1,105
249,11,deploy,2,2,19,174,164,20.8,161.8,100.0,30464.6,2769.5,114
250,11,deploy,2,3,19,13,5,20.8,163.7,100.0,33665.0,2805.4,127
251,11,deploy,2,14,20,94,94,20.8,165.7,100.0,36893.0,2837.9,140
252,11,remap_successfully,-,-,-,-,-,20.8,165.7,100.0,36893.0,2837.9,140
253,11,deploy,2,15,13,48,48,20.8,167.0,100.0,38898.3,2778.5,148
254,12,create,10,16,12,45,45,22.0,167.0,100.0,38898.3,2778.5,148
255,12,create,9,17,17,2,2,23.7,167.0,100.0,38898.3,2778.5,148
256,12,remove,2,10,14,5,0,22.3,165.6,100.0,36651.8,2819.4,140
257,12,remap,-,-,-,-,-,-,-,-,-,-,-
258,12,interrupt,-,4,11,57,49,22.3,165.6,100.0,36651.8,2819.4,140
259,12,interrupt,-,8,11,8,3,22.3,165.6,100.0,36651.8,2819.4,140
260,12,interrupt,-,9,11,22,17,22.3,165.6,100.0,36651.8,2819.4,140
261,12,interrupt,-,13,11,78,75,22.3,165.6,100.0,36651.8,2819.4,140
262,12,interrupt,-,11,13,109,105,22.3,165.6,100.0,36651.8,2819.4,140
263,12,interrupt,-,5,15,101,94,22.3,165.6,100.0,36651.8,2819.4,140
264,12,interrupt,-,6,16,10,3,22.3,165.6,100.0,36651.8,2819.4,140
265,12,interrupt,-,12,17,57,54,22.3,165.6,100.0,36651.8,2819.4,140
266,12,interrupt,-,7,18,25,19,22.3,165.6,100.0,36651.8,2819.4,140
267,12,interrupt,-,2,19,174,163,22.3,165.6,100.0,36651.8,2819.4,140
268,12,interrupt,-,3,19,13,4,22.3,165.6,100.0,36651.8,2819.4,140
269,12,interrupt,-,14,20,94,93,22.3,165.6,100.0,36651.8,2819.4,140
270,12,interrupt,-,15,13,48,47,22.3,165.6,100.0,36651.8,2819.4,140
271,12,deploy,2,4,11,57,49,22.3,166.7,100.0,3437.2,3437.2,11
272,12,deploy,2,8,11,8,3,22.3,167.8,100.0,5812.4,2906.2,20
273,12,deploy,2,9,11,22,17,22.3,168.9,100.0,8765.2,2921.7,31
274,12,deploy,2,13,11,78,75,22.3,170.0,100.0,10643.8,2660.9,38
275,12,deploy,2,11,13,109,105,22.3,171.3,100.0,13614.4,2722.9,49
276,12,deploy,2,15,13,48,47,22.3,172.6,100.0,16042.8,2673.8,58
277,12,deploy,2,5,15,101,94,22.3,174.1,100.0,19512.4,2787.5,72
278,12,deploy,2,6,16,10,3,22.3,175.7,100.0,22548.9,2818.6,84
279,12,deploy,2,12,17,57,54,22.3,177.4,100.0,25735.1,2859.5,97
280,12,deploy,2,7,18,25,19,22.3,179.2,100.0,28954.4,2895.4,110
281,12,deploy,2,2,19,174,163,22.3,181.1,100.0,31668.5,2879.0,120
282,12,deploy,2,3,19,13,4,22.3,183.0,100.0,34454.6,2871.2,131
283,12,deploy,2,14,20,94,93,22.3,185.0,100.0,35632.8,2741.0,134
284,12,remap_successfully,-,-,-,-,-,22.3,185.0,100.0,35632.8,2741.0,134
285,12,deploy,2,16,12,45,45,22.3,186.2,100.0,37200.7,2657.2,140
286,12,remap,-,-,-,-,-,-,-,-,-,-,-
287,12,interrupt,-,4,11,57,49,22.3,186.2,100.0,37200.7,2657.2,140
288,12,interrupt,-,8,11,8,3,22.3,186.2,100.0,37200.7,2657.2,140
289,12,interrupt,-,9,11,22,17,22.3,186.2,100.0,37200.7,2657.2,140
290,12,interrupt,-,13,11,78,75,22.3,186.2,100.0,37200.7,2657.2,140
291,12,interrupt,-,11,13,109,105,22.3,186.2,100.0,37200.7,2657.2,140
292,12,interrupt,-,15,13,48,47,22.3,186.2,100.0,37200.7,2657.2,140
293,12,interrupt,-,5,15,101,94,22.3,186.2,100.0,37200.7,2657.2,140
294,12,interrupt,-,6,16,10,3,22.3,186.2,100.0,37200.7,2657.2,140
295,12,interrupt,-,12,17,57,54,22.3,186.2,100.0,37200.7,2657.2,140
296,12,interrupt,-,7,18,25,19,22.3,186.2,100.0,37200.7,2657.2,140
297,12,interrupt,-,2,19,174,163,22.3,186.2,100.0,37200.7,2657.2,140
298,12,interrupt,-,3,19,13,4,22.3,186.2,100.0,37200.7,2657.2,140
299,12,interrupt,-,14,20,94,93,22.3,186.2,100.0,37200.7,2657.2,140
300,12,interrupt,-,16,12,45,45,22.3,186.2,100.0,37200.7,2657.2,140
301,12,deploy,2,4,11,57,49,22.3,187.3,100.0,3104.2,3104.2,10
302,12,deploy,2,8,11,8,3,22.3,188.4,100.0,5567.3,2783.7,19
303,12,deploy,2,9,11,22,17,22.3,189.5,100.0,8436.0,2812.0,30
304,12,deploy,2,13,11,78,75,22.3,190.6,100.0,11315.8,2828.9,40
305,12,deploy,2,16,12,45,45,22.3,191.8,100.0,13877.7,2775.5,50
306,12,deploy,2,11,13,109,105,22.3,193.1,100.0,15649.0,2608.2,56
307,12,deploy,2,15,13,48,47,22.3,194.4,100.0,18195.4,2599.3,66
308,12,deploy,2,5,15,101,94,22.3,195.9,100.0,20711.2,2588.9,76
309,12,deploy,2,6,16,10,3,22.3,197.5,100.0,23549.7,2616.6,87
310,12,deploy,2,12,17,57,54,22.3,199.2,100.0,26366.1,2636.6,98
311,12,deploy,2,7,18,25,19,22.3,201.0,100.0,28398.3,2581.7,105
312,12,deploy,2,2,19,174,163,22.3,202.9,100.0,30983.7,2582.0,115
313,12,deploy,2,3,19,13,4,22.3,204.8,100.0,33979.8,2613.8,127
314,12,deploy,2,14,20,94,93,22.3,206.8,100.0,36177.4,2584.1,135
315,12,remap_successfully,-,-,-,-,-,22.3,206.8,100.0,36177.4,2584.1,135
316,12,deploy,2,17,17,2,2,22.3,208.5,100.0,37474.9,2498.3,139
317,13,create,7,18,12,62,62,23.5,208.5,100.0,37474.9,2498.3,139
318,13,create,9,19,17,100,100,25.2,208.5,100.0,37474.9,2498.3,139
319,13,remap,-,-,-,-,-,-,-,-,-,-,-
320,13,interrupt,-,4,11,57,48,25.2,208.5,100.0,37474.9,2498.3,139
321,13,interrupt,-,8,11,8,2,25.2,208.5,100.0,37474.9,2498.3,139
322,13,interrupt,-,9,11,22,16,25.2,208.5,100.0,37474.9,2498.3,139
323,13,interrupt,-,13,11,78,74,25.2,208.5,100.0,37474.9,2498.3,139
324,13,interrupt,-,16,12,45,44,25.2,208.5,100.0,37474.9,2498.3,139
325,13,interrupt,-,11,13,109,104,25.2,208.5,100.0,37474.9,2498.3,139
326,13,interrupt,-,15,13,48,46,25.2,208.5,100.0,37474.9,2498.3,139
327,13,interrupt,-,5,15,101,93,25.2,208.5,100.0,37474.9,2498.3,139
328,13,interrupt,-,6,16,10,2,25.2,208.5,100.0,37474.9,2498.3,139
329,13,interrupt,-,12,17,57,53,25.2,208.5,100.0,37474.9,2498.3,139
