id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,migration,acceptance,power,P_per_sfc,active_server
269,284,create,7,128,5,143,143,9.9,9.4,0,18.1,8911.0,990.1,26
270,284,drop,-,128,5,143,143,9.4,9.4,0,18.0,8911.0,990.1,26
271,287,create,5,129,6,360,360,10.0,9.4,0,18.0,8911.0,990.1,26
272,287,deploy,4,129,6,360,360,10.0,10.0,0,18.6,9488.1,948.8,28
273,288,create,9,130,8,124,124,10.8,10.0,0,18.6,9488.1,948.8,28
274,288,drop,-,130,8,124,124,10.0,10.0,0,18.5,9488.1,948.8,28
275,289,create,10,131,16,165,165,11.6,10.0,0,18.5,9488.1,948.8,28
276,289,create,7,132,19,160,160,13.5,10.0,0,18.5,9488.1,948.8,28
277,289,drop,-,131,16,165,165,11.9,10.0,0,18.3,9488.1,948.8,28
278,289,drop,-,132,19,160,160,10.0,10.0,0,18.2,9488.1,948.8,28
279,290,create,5,133,13,50,50,11.3,10.0,0,18.2,9488.1,948.8,28
280,290,drop,-,133,13,50,50,10.0,10.0,0,18.0,9488.1,948.8,28
281,293,create,10,134,11,161,161,11.1,10.0,0,18.0,9488.1,948.8,28
282,293,drop,-,134,11,161,161,10.0,10.0,0,17.9,9488.1,948.8,28
283,294,create,10,135,8,12,12,10.8,10.0,0,17.9,9488.1,948.8,28
284,294,drop,-,135,8,12,12,10.0,10.0,0,17.8,9488.1,948.8,28
285,295,create,9,136,9,111,111,10.9,10.0,0,17.8,9488.1,948.8,28
286,295,drop,-,136,9,111,111,10.0,10.0,0,17.6,9488.1,948.8,28
287,296,create,10,137,7,134,134,10.7,10.0,0,17.6,9488.1,948.8,28
288,296,create,9,138,12,1,1,11.9,10.0,0,17.6,9488.1,948.8,28
289,296,drop,-,137,7,134,134,11.2,10.0,0,17.5,9488.1,948.8,28
290,296,drop,-,138,12,1,1,10.0,10.0,0,17.4,9488.1,948.8,28
291,297,create,5,139,5,283,283,10.5,10.0,0,17.4,9488.1,948.8,28
292,297,drop,-,139,5,283,283,10.0,10.0,0,17.3,9488.1,948.8,28
293,299,create,5,140,12,113,113,11.2,10.0,0,17.3,9488.1,948.8,28
294,299,create,5,141,4,323,323,11.6,10.0,0,17.3,9488.1,948.8,28
295,299,drop,-,140,12,113,113,10.4,10.0,0,17.1,9488.1,948.8,28
296,299,deploy,4,141,4,323,323,10.4,10.4,0,17.7,9804.5,891.3,29
297,300,create,5,142,15,76,76,11.9,10.4,0,17.7,9804.5,891.3,29
298,300,drop,-,142,15,76,76,10.4,10.4,0,17.6,9804.5,891.3,29
299,301,create,10,143,18,402,402,12.2,10.4,0,17.6,9804.5,891.3,29
300,301,drop,-,143,18,402,402,10.4,10.4,0,17.5,9804.5,891.3,29
301,308,create,10,144,16,202,202,12.0,10.4,0,17.5,9804.5,891.3,29
302,308,drop,-,144,16,202,202,10.4,10.4,0,17.4,9804.5,891.3,29
303,311,create,7,145,10,41,41,11.4,10.4,0,17.4,9804.5,891.3,29
304,311,drop,-,145,10,41,41,10.4,10.4,0,17.2,9804.5,891.3,29
305,315,create,7,146,12,45,45,11.6,10.4,0,17.2,9804.5,891.3,29
