id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,migration,acceptance,power,P_per_sfc,active_server
253,253,create,5,100,13,180,180,56.1,54.8,0,100.0,45114.4,1002.5,138
254,253,deploy,2,100,13,180,180,56.1,56.1,0,100.0,46135.3,1002.9,141
255,255,remove,2,28,8,139,0,55.3,55.3,0,100.0,45872.9,1019.4,141
256,255,create,9,101,19,62,62,57.2,55.3,0,100.0,45872.9,1019.4,141
257,255,deploy,2,101,19,62,62,57.2,57.2,0,100.0,46848.1,1018.4,143
258,256,remove,2,38,14,113,0,55.8,55.8,0,100.0,45757.8,1016.8,140
259,256,create,7,102,20,119,119,57.8,55.8,0,100.0,45757.8,1016.8,140
260,256,deploy,2,102,20,119,119,57.8,57.8,0,100.0,47426.2,1031.0,145
261,257,create,7,103,7,98,98,58.5,57.8,0,100.0,47426.2,1031.0,145
262,257,create,7,104,8,72,72,59.3,57.8,0,100.0,47426.2,1031.0,145
263,257,deploy,2,103,7,98,98,59.3,58.5,0,100.0,48075.4,1022.9,147
264,257,deploy,2,104,8,72,72,59.3,59.3,0,100.0,48709.2,1014.8,149
265,259,remove,2,82,13,38,0,58.0,58.0,0,100.0,47937.6,1019.9,147
266,260,remove,2,85,20,27,0,56.0,56.0,0,100.0,46724.5,1015.8,144
267,260,create,7,105,8,49,49,56.8,56.0,0,100.0,46724.5,1015.8,144
268,260,deploy,2,105,8,49,49,56.8,56.8,0,100.0,47192.9,1004.1,145
269,261,create,5,106,14,69,69,58.2,56.8,0,100.0,47192.9,1004.1,145
270,261,deploy,2,106,14,69,69,58.2,58.2,0,100.0,47992.8,999.9,147
271,262,create,9,107,9,3,3,59.1,58.2,0,100.0,47992.8,999.9,147
272,262,deploy,2,107,9,3,3,59.1,59.1,0,100.0,48654.4,992.9,149
273,263,remove,2,83,18,34,0,57.3,57.3,0,100.0,47452.8,988.6,146
274,263,create,9,108,6,44,44,57.9,57.3,0,100.0,47452.8,988.6,146
275,263,deploy,2,108,6,44,44,57.9,57.9,0,100.0,47824.9,976.0,147
276,265,remove,2,107,9,3,0,57.0,57.0,0,100.0,47163.3,982.6,145
277,266,remove,2,84,15,35,0,55.5,55.5,0,100.0,46495.5,989.3,144
278,266,create,9,109,16,277,277,57.1,55.5,0,100.0,46495.5,989.3,144
279,266,deploy,2,109,16,277,277,57.1,57.1,0,100.0,47277.4,984.9,145
280,267,remove,2,67,10,67,0,56.1,56.1,0,100.0,46587.9,991.2,143
281,267,create,10,110,13,98,98,57.4,56.1,0,100.0,46587.9,991.2,143
282,267,deploy,2,110,13,98,98,57.4,57.4,0,100.0,47565.9,991.0,146
283,268,create,5,111,18,309,309,59.2,57.4,0,100.0,47565.9,991.0,146
284,268,deploy,2,111,18,309,309,59.2,59.2,0,100.0,48682.2,993.5,149
285,269,remove,2,49,12,98,0,58.0,58.0,0,100.0,47936.7,998.7,147
286,269,remove,2,80,8,52,0,57.2,57.2,0,100.0,47423.1,1009.0,146
287,270,create,7,112,17,356,356,58.9,57.2,0,100.0,47423.1,1009.0,146
288,270,deploy,2,112,17,356,356,58.9,58.9,0,100.0,48598.7,1012.5,149
289,272,remove,2,88,16,37,0,57.3,57.3,0,100.0,47656.4,1014.0,147
290,272,create,7,113,18,58,58,59.1,57.3,0,100.0,47656.4,1014.0,147
291,272,deploy,2,113,18,58,58,59.1,59.1,0,100.0,48650.8,1013.6,149
292,273,create,9,114,4,2,2,59.5,59.1,0,100.0,48650.8,1013.6,149
293,273,create,5,115,20,50,50,61.5,59.1,0,100.0,48650.8,1013.6,149
294,273,deploy,2,114,4,2,2,61.5,59.5,0,100.0,48967.2,999.3,150
295,273,deploy,2,115,20,50,50,61.5,61.5,0,100.0,50433.1,1008.7,154
296,275,create,9,116,4,166,166,61.9,61.5,0,100.0,50433.1,1008.7,154
297,275,remove,2,114,4,2,0,61.5,61.1,0,100.0,50321.8,1027.0,154
298,275,deploy,2,116,4,166,166,61.5,61.5,0,100.0,50433.1,1008.7,154
299,276,remove,2,36,11,135,0,60.4,60.4,0,100.0,49674.7,1013.8,152
300,276,remove,2,61,7,82,0,59.7,59.7,0,100.0,49274.8,1026.6,151
301,278,remove,2,68,20,75,0,57.7,57.7,0,100.0,47854.0,1018.2,147
302,278,remove,2,97,4,31,0,57.3,57.3,0,100.0,47537.6,1033.4,146
303,279,create,10,117,11,214,214,58.4,57.3,0,100.0,47537.6,1033.4,146
304,279,create,7,118,7,145,145,59.1,57.3,0,100.0,47537.6,1033.4,146
305,279,create,5,119,15,109,109,60.6,57.3,0,100.0,47537.6,1033.4,146
306,279,create,9,120,6,64,64,61.2,57.3,0,100.0,47537.6,1033.4,146
307,279,create,5,121,19,92,92,63.1,57.3,0,100.0,47537.6,1033.4,146
308,279,deploy,2,117,11,214,214,63.1,58.4,0,100.0,48296.0,1027.6,148
309,279,deploy,2,118,7,145,145,63.1,59.1,0,100.0,48696.0,1014.5,149
310,279,deploy,2,119,15,109,109,63.1,60.6,0,100.0,49772.1,1015.8,152
311,279,deploy,2,120,6,64,64,63.1,61.2,0,100.0,50349.3,1007.0,154
312,279,deploy,2,121,19,92,92,63.1,63.1,0,100.0,51740.4,1014.5,158
313,280,create,10,122,4,73,73,63.5,63.1,0,100.0,51740.4,1014.5,158
314,280,create,9,123,7,234,234,64.2,63.1,0,100.0,51740.4,1014.5,158
315,280,deploy,2,122,4,73,73,64.2,63.5,0,100.0,52056.8,1001.1,159
316,280,deploy,2,123,7,234,234,64.2,64.2,0,100.0,52661.8,993.6,161
317,281,create,7,124,9,51,51,65.1,64.2,0,100.0,52661.8,993.6,161
318,281,create,7,125,9,144,144,66.0,64.2,0,100.0,52661.8,993.6,161
319,281,deploy,2,124,9,51,51,66.0,65.1,0,100.0,53572.1,992.1,164
320,281,deploy,2,125,9,144,144,66.0,66.0,0,100.0,54028.7,982.3,165
321,282,create,9,126,17,371,371,67.7,66.0,0,100.0,54028.7,982.3,165
322,282,deploy,2,126,17,371,371,67.7,67.7,0,100.0,55572.4,992.4,170
323,283,create,7,127,16,76,76,69.3,67.7,0,100.0,55572.4,992.4,170
